alpha,beta,gamma,rho_norm,amp_baseline,amp_full
0.8,0.9,0.5,0.5,1.4,2.435
0.8,0.9,0.5,1.0,1.8,3.0600000000000005
0.8,0.9,0.5,1.5,2.2,3.6850000000000005
0.8,0.9,0.5,2.0,2.6,4.3100000000000005
0.8,0.9,0.5,2.5,3.0,4.9350000000000005
0.8,0.9,0.5,3.0,3.4000000000000004,5.5600000000000005
0.8,0.9,0.5,3.5,3.8000000000000003,6.1850000000000005
0.8,0.9,0.5,4.0,4.2,6.81
0.8,0.9,0.5,4.5,4.6,7.4350000000000005
0.8,0.9,0.5,5.0,5.0,8.06
0.8,1.0,0.0,0.5,1.4,2.3
0.8,1.0,0.0,1.0,1.8,2.7
0.8,1.0,0.0,1.5,2.2,3.1
0.8,1.0,0.0,2.0,2.6,3.5
0.8,1.0,0.0,2.5,3.0,3.9
0.8,1.0,0.0,3.0,3.4000000000000004,4.300000000000001
0.8,1.0,0.0,3.5,3.8000000000000003,4.7
0.8,1.0,0.0,4.0,4.2,5.1000000000000005
0.8,1.0,0.0,4.5,4.6,5.5
0.8,1.0,0.0,5.0,5.0,5.9
0.8,1.0,0.05,0.5,1.4,2.3225
0.8,1.0,0.05,1.0,1.8,2.745
0.8,1.0,0.05,1.5,2.2,3.1675
0.8,1.0,0.05,2.0,2.6,3.59
0.8,1.0,0.05,2.5,3.0,4.0125
0.8,1.0,0.05,3.0,3.4000000000000004,4.4350000000000005
0.8,1.0,0.05,3.5,3.8000000000000003,4.8575
0.8,1.0,0.05,4.0,4.2,5.28
0.8,1.0,0.05,4.5,4.6,5.7025
0.8,1.0,0.05,5.0,5.0,6.125
0.8,1.0,0.1,0.5,1.4,2.3449999999999998
0.8,1.0,0.1,1.0,1.8,2.79
0.8,1.0,0.1,1.5,2.2,3.2350000000000003
0.8,1.0,0.1,2.0,2.6,3.68
0.8,1.0,0.1,2.5,3.0,4.125
0.8,1.0,0.1,3.0,3.4000000000000004,4.570000000000001
0.8,1.0,0.1,3.5,3.8000000000000003,5.015000000000001
0.8,1.0,0.1,4.0,4.2,5.460000000000001
0.8,1.0,0.1,4.5,4.6,5.905
0.8,1.0,0.1,5.0,5.0,6.3500000000000005
0.8,1.0,0.15,0.5,1.4,2.3674999999999997
0.8,1.0,0.15,1.0,1.8,2.835
0.8,1.0,0.15,1.5,2.2,3.3025
0.8,1.0,0.15,2.0,2.6,3.77
0.8,1.0,0.15,2.5,3.0,4.2375
0.8,1.0,0.15,3.0,3.4000000000000004,4.705000000000001
0.8,1.0,0.15,3.5,3.8000000000000003,5.1725
0.8,1.0,0.15,4.0,4.2,5.640000000000001
0.8,1.0,0.15,4.5,4.6,6.1075
0.8,1.0,0.15,5.0,5.0,6.575
0.8,1.0,0.2,0.5,1.4,2.3899999999999997
0.8,1.0,0.2,1.0,1.8,2.8800000000000003
0.8,1.0,0.2,1.5,2.2,3.37
0.8,1.0,0.2,2.0,2.6,3.86
0.8,1.0,0.2,2.5,3.0,4.35
0.8,1.0,0.2,3.0,3.4000000000000004,4.840000000000001
0.8,1.0,0.2,3.5,3.8000000000000003,5.33
0.8,1.0,0.2,4.0,4.2,5.82
0.8,1.0,0.2,4.5,4.6,6.3100000000000005
0.8,1.0,0.2,5.0,5.0,6.800000000000001
0.8,1.0,0.25,0.5,1.4,2.4124999999999996
0.8,1.0,0.25,1.0,1.8,2.9250000000000003
0.8,1.0,0.25,1.5,2.2,3.4375
0.8,1.0,0.25,2.0,2.6,3.95
0.8,1.0,0.25,2.5,3.0,4.4625
0.8,1.0,0.25,3.0,3.4000000000000004,4.9750000000000005
0.8,1.0,0.25,3.5,3.8000000000000003,5.4875
0.8,1.0,0.25,4.0,4.2,6.000000000000001
0.8,1.0,0.25,4.5,4.6,6.5125
0.8,1.0,0.25,5.0,5.0,7.025
0.8,1.0,0.3,0.5,1.4,2.4349999999999996
0.8,1.0,0.3,1.0,1.8,2.97
0.8,1.0,0.3,1.5,2.2,3.505
0.8,1.0,0.3,2.0,2.6,4.04
0.8,1.0,0.3,2.5,3.0,4.575
0.8,1.0,0.3,3.0,3.4000000000000004,5.11
0.8,1.0,0.3,3.5,3.8000000000000003,5.6450000000000005
0.8,1.0,0.3,4.0,4.2,6.180000000000001
0.8,1.0,0.3,4.5,4.6,6.715
0.8,1.0,0.3,5.0,5.0,7.25
0.8,1.0,0.35,0.5,1.4,2.4575
0.8,1.0,0.35,1.0,1.8,3.015
0.8,1.0,0.35,1.5,2.2,3.5725
0.8,1.0,0.35,2.0,2.6,4.13
0.8,1.0,0.35,2.5,3.0,4.6875
0.8,1.0,0.35,3.0,3.4000000000000004,5.245000000000001
0.8,1.0,0.35,3.5,3.8000000000000003,5.8025
0.8,1.0,0.35,4.0,4.2,6.36
0.8,1.0,0.35,4.5,4.6,6.9175
0.8,1.0,0.35,5.0,5.0,7.4750000000000005
0.8,1.0,0.4,0.5,1.4,2.48
0.8,1.0,0.4,1.0,1.8,3.06
0.8,1.0,0.4,1.5,2.2,3.64
0.8,1.0,0.4,2.0,2.6,4.22
0.8,1.0,0.4,2.5,3.0,4.8
0.8,1.0,0.4,3.0,3.4000000000000004,5.380000000000001
0.8,1.0,0.4,3.5,3.8000000000000003,5.960000000000001
0.8,1.0,0.4,4.0,4.2,6.540000000000001
0.8,1.0,0.4,4.5,4.6,7.12
0.8,1.0,0.4,5.0,5.0,7.7
0.8,1.0,0.45,0.5,1.4,2.5025
0.8,1.0,0.45,1.0,1.8,3.1050000000000004
0.8,1.0,0.45,1.5,2.2,3.7075
0.8,1.0,0.45,2.0,2.6,4.3100000000000005
0.8,1.0,0.45,2.5,3.0,4.9125
0.8,1.0,0.45,3.0,3.4000000000000004,5.515000000000001
0.8,1.0,0.45,3.5,3.8000000000000003,6.1175
0.8,1.0,0.45,4.0,4.2,6.720000000000001
0.8,1.0,0.45,4.5,4.6,7.3225
0.8,1.0,0.45,5.0,5.0,7.925000000000001
0.8,1.0,0.5,0.5,1.4,2.525
0.8,1.0,0.5,1.0,1.8,3.1500000000000004
0.8,1.0,0.5,1.5,2.2,3.7750000000000004
0.8,1.0,0.5,2.0,2.6,4.4
0.8,1.0,0.5,2.5,3.0,5.025
0.8,1.0,0.5,3.0,3.4000000000000004,5.65
0.8,1.0,0.5,3.5,3.8000000000000003,6.275
0.8,1.0,0.5,4.0,4.2,6.9
0.8,1.0,0.5,4.5,4.6,7.525
0.8,1.0,0.5,5.0,5.0,8.15
0.9,0.0,0.0,0.5,1.45,1.45
0.9,0.0,0.0,1.0,1.9,1.9
0.9,0.0,0.0,1.5,2.35,2.35
0.9,0.0,0.0,2.0,2.8,2.8
0.9,0.0,0.0,2.5,3.25,3.25
0.9,0.0,0.0,3.0,3.7,3.7
0.9,0.0,0.0,3.5,4.15,4.15
0.9,0.0,0.0,4.0,4.6,4.6
0.9,0.0,0.0,4.5,5.05,5.05
0.9,0.0,0.0,5.0,5.5,5.5
0.9,0.0,0.05,0.5,1.45,1.4725
0.9,0.0,0.05,1.0,1.9,1.9449999999999998
0.9,0.0,0.05,1.5,2.35,2.4175
0.9,0.0,0.05,2.0,2.8,2.8899999999999997
0.9,0.0,0.05,2.5,3.25,3.3625
0.9,0.0,0.05,3.0,3.7,3.8350000000000004
0.9,0.0,0.05,3.5,4.15,4.3075
0.9,0.0,0.05,4.0,4.6,4.779999999999999
0.9,0.0,0.05,4.5,5.05,5.2524999999999995
0.9,0.0,0.05,5.0,5.5,5.725
0.9,0.0,0.1,0.5,1.45,1.4949999999999999
0.9,0.0,0.1,1.0,1.9,1.99
0.9,0.0,0.1,1.5,2.35,2.4850000000000003
0.9,0.0,0.1,2.0,2.8,2.98
0.9,0.0,0.1,2.5,3.25,3.475
0.9,0.0,0.1,3.0,3.7,3.97
0.9,0.0,0.1,3.5,4.15,4.465000000000001
0.9,0.0,0.1,4.0,4.6,4.96
0.9,0.0,0.1,4.5,5.05,5.455
0.9,0.0,0.1,5.0,5.5,5.95
0.9,0.0,0.15,0.5,1.45,1.5175
0.9,0.0,0.15,1.0,1.9,2.035
0.9,0.0,0.15,1.5,2.35,2.5525
0.9,0.0,0.15,2.0,2.8,3.07
0.9,0.0,0.15,2.5,3.25,3.5875
0.9,0.0,0.15,3.0,3.7,4.105
0.9,0.0,0.15,3.5,4.15,4.6225000000000005
0.9,0.0,0.15,4.0,4.6,5.14
0.9,0.0,0.15,4.5,5.05,5.6575
0.9,0.0,0.15,5.0,5.5,6.175
0.9,0.0,0.2,0.5,1.45,1.54
0.9,0.0,0.2,1.0,1.9,2.08
0.9,0.0,0.2,1.5,2.35,2.62
0.9,0.0,0.2,2.0,2.8,3.1599999999999997
0.9,0.0,0.2,2.5,3.25,3.7
0.9,0.0,0.2,3.0,3.7,4.24
0.9,0.0,0.2,3.5,4.15,4.78
0.9,0.0,0.2,4.0,4.6,5.319999999999999
0.9,0.0,0.2,4.5,5.05,5.859999999999999
0.9,0.0,0.2,5.0,5.5,6.4
0.9,0.0,0.25,0.5,1.45,1.5625
0.9,0.0,0.25,1.0,1.9,2.125
0.9,0.0,0.25,1.5,2.35,2.6875
0.9,0.0,0.25,2.0,2.8,3.25
0.9,0.0,0.25,2.5,3.25,3.8125
0.9,0.0,0.25,3.0,3.7,4.375
0.9,0.0,0.25,3.5,4.15,4.9375
0.9,0.0,0.25,4.0,4.6,5.5
0.9,0.0,0.25,4.5,5.05,6.0625
0.9,0.0,0.25,5.0,5.5,6.625
0.9,0.0,0.3,0.5,1.45,1.585
0.9,0.0,0.3,1.0,1.9,2.17
0.9,0.0,0.3,1.5,2.35,2.755
0.9,0.0,0.3,2.0,2.8,3.34
0.9,0.0,0.3,2.5,3.25,3.925
0.9,0.0,0.3,3.0,3.7,4.51
0.9,0.0,0.3,3.5,4.15,5.095000000000001
0.9,0.0,0.3,4.0,4.6,5.68
0.9,0.0,0.3,4.5,5.05,6.265
0.9,0.0,0.3,5.0,5.5,6.85
0.9,0.0,0.35,0.5,1.45,1.6075
0.9,0.0,0.35,1.0,1.9,2.215
0.9,0.0,0.35,1.5,2.35,2.8225
0.9,0.0,0.35,2.0,2.8,3.4299999999999997
0.9,0.0,0.35,2.5,3.25,4.0375
0.9,0.0,0.35,3.0,3.7,4.645
0.9,0.0,0.35,3.5,4.15,5.2525
0.9,0.0,0.35,4.0,4.6,5.859999999999999
0.9,0.0,0.35,4.5,5.05,6.467499999999999
0.9,0.0,0.35,5.0,5.5,7.075
0.9,0.0,0.4,0.5,1.45,1.63
0.9,0.0,0.4,1.0,1.9,2.26
0.9,0.0,0.4,1.5,2.35,2.89
0.9,0.0,0.4,2.0,2.8,3.52
0.9,0.0,0.4,2.5,3.25,4.15
0.9,0.0,0.4,3.0,3.7,4.78
0.9,0.0,0.4,3.5,4.15,5.41
0.9,0.0,0.4,4.0,4.6,6.04
0.9,0.0,0.4,4.5,5.05,6.67
0.9,0.0,0.4,5.0,5.5,7.3
0.9,0.0,0.45,0.5,1.45,1.6524999999999999
0.9,0.0,0.45,1.0,1.9,2.3049999999999997
0.9,0.0,0.45,1.5,2.35,2.9575
0.9,0.0,0.45,2.0,2.8,3.61
0.9,0.0,0.45,2.5,3.25,4.2625
0.9,0.0,0.45,3.0,3.7,4.915
0.9,0.0,0.45,3.5,4.15,5.567500000000001
0.9,0.0,0.45,4.0,4.6,6.22
0.9,0.0,0.45,4.5,5.05,6.8725
0.9,0.0,0.45,5.0,5.5,7.525
0.9,0.0,0.5,0.5,1.45,1.675
0.9,0.0,0.5,1.0,1.9,2.35
0.9,0.0,0.5,1.5,2.35,3.0250000000000004
0.9,0.0,0.5,2.0,2.8,3.6999999999999997
0.9,0.0,0.5,2.5,3.25,4.375
0.9,0.0,0.5,3.0,3.7,5.050000000000001
0.9,0.0,0.5,3.5,4.15,5.7250000000000005
0.9,0.0,0.5,4.0,4.6,6.3999999999999995
0.9,0.0,0.5,4.5,5.05,7.074999999999999
0.9,0.0,0.5,5.0,5.5,7.75
0.9,0.1,0.0,0.5,1.45,1.54
0.9,0.1,0.0,1.0,1.9,1.99
0.9,0.1,0.0,1.5,2.35,2.44
0.9,0.1,0.0,2.0,2.8,2.8899999999999997
0.9,0.1,0.0,2.5,3.25,3.34
0.9,0.1,0.0,3.0,3.7,3.79
0.9,0.1,0.0,3.5,4.15,4.24
0.9,0.1,0.0,4.0,4.6,4.6899999999999995
0.9,0.1,0.0,4.5,5.05,5.14
0.9,0.1,0.0,5.0,5.5,5.59
0.9,0.1,0.05,0.5,1.45,1.5625
0.9,0.1,0.05,1.0,1.9,2.035
0.9,0.1,0.05,1.5,2.35,2.5075
0.9,0.1,0.05,2.0,2.8,2.9799999999999995
0.9,0.1,0.05,2.5,3.25,3.4524999999999997
0.9,0.1,0.05,3.0,3.7,3.9250000000000003
0.9,0.1,0.05,3.5,4.15,4.3975
0.9,0.1,0.05,4.0,4.6,4.869999999999999
0.9,0.1,0.05,4.5,5.05,5.342499999999999
0.9,0.1,0.05,5.0,5.5,5.8149999999999995
0.9,0.1,0.1,0.5,1.45,1.585
0.9,0.1,0.1,1.0,1.9,2.08
0.9,0.1,0.1,1.5,2.35,2.575
0.9,0.1,0.1,2.0,2.8,3.07
0.9,0.1,0.1,2.5,3.25,3.565
0.9,0.1,0.1,3.0,3.7,4.0600000000000005
0.9,0.1,0.1,3.5,4.15,4.555000000000001
0.9,0.1,0.1,4.0,4.6,5.05
0.9,0.1,0.1,4.5,5.05,5.545
0.9,0.1,0.1,5.0,5.5,6.04
0.9,0.1,0.15,0.5,1.45,1.6075
0.9,0.1,0.15,1.0,1.9,2.125
0.9,0.1,0.15,1.5,2.35,2.6425
0.9,0.1,0.15,2.0,2.8,3.1599999999999997
0.9,0.1,0.15,2.5,3.25,3.6774999999999998
0.9,0.1,0.15,3.0,3.7,4.195
0.9,0.1,0.15,3.5,4.15,4.7125
0.9,0.1,0.15,4.0,4.6,5.2299999999999995
0.9,0.1,0.15,4.5,5.05,5.7475
0.9,0.1,0.15,5.0,5.5,6.265
0.9,0.1,0.2,0.5,1.45,1.6300000000000001
0.9,0.1,0.2,1.0,1.9,2.17
0.9,0.1,0.2,1.5,2.35,2.71
0.9,0.1,0.2,2.0,2.8,3.2499999999999996
0.9,0.1,0.2,2.5,3.25,3.79
0.9,0.1,0.2,3.0,3.7,4.33
0.9,0.1,0.2,3.5,4.15,4.87
0.9,0.1,0.2,4.0,4.6,5.409999999999999
0.9,0.1,0.2,4.5,5.05,5.949999999999999
0.9,0.1,0.2,5.0,5.5,6.49
0.9,0.1,0.25,0.5,1.45,1.6525
0.9,0.1,0.25,1.0,1.9,2.215
0.9,0.1,0.25,1.5,2.35,2.7775
0.9,0.1,0.25,2.0,2.8,3.34
0.9,0.1,0.25,2.5,3.25,3.9025
0.9,0.1,0.25,3.0,3.7,4.465
0.9,0.1,0.25,3.5,4.15,5.0275
0.9,0.1,0.25,4.0,4.6,5.59
0.9,0.1,0.25,4.5,5.05,6.1525
0.9,0.1,0.25,5.0,5.5,6.715
0.9,0.1,0.3,0.5,1.45,1.675
0.9,0.1,0.3,1.0,1.9,2.26
0.9,0.1,0.3,1.5,2.35,2.8449999999999998
0.9,0.1,0.3,2.0,2.8,3.4299999999999997
0.9,0.1,0.3,2.5,3.25,4.015
0.9,0.1,0.3,3.0,3.7,4.6
0.9,0.1,0.3,3.5,4.15,5.1850000000000005
0.9,0.1,0.3,4.0,4.6,5.77
0.9,0.1,0.3,4.5,5.05,6.3549999999999995
0.9,0.1,0.3,5.0,5.5,6.9399999999999995
0.9,0.1,0.35,0.5,1.45,1.6975
0.9,0.1,0.35,1.0,1.9,2.305
0.9,0.1,0.35,1.5,2.35,2.9124999999999996
0.9,0.1,0.35,2.0,2.8,3.5199999999999996
0.9,0.1,0.35,2.5,3.25,4.1274999999999995
0.9,0.1,0.35,3.0,3.7,4.734999999999999
0.9,0.1,0.35,3.5,4.15,5.3425
0.9,0.1,0.35,4.0,4.6,5.949999999999999
0.9,0.1,0.35,4.5,5.05,6.557499999999999
0.9,0.1,0.35,5.0,5.5,7.165
0.9,0.1,0.4,0.5,1.45,1.72
0.9,0.1,0.4,1.0,1.9,2.35
0.9,0.1,0.4,1.5,2.35,2.98
0.9,0.1,0.4,2.0,2.8,3.61
0.9,0.1,0.4,2.5,3.25,4.24
0.9,0.1,0.4,3.0,3.7,4.87
0.9,0.1,0.4,3.5,4.15,5.5
0.9,0.1,0.4,4.0,4.6,6.13
0.9,0.1,0.4,4.5,5.05,6.76
0.9,0.1,0.4,5.0,5.5,7.39
0.9,0.1,0.45,0.5,1.45,1.7425000000000002
0.9,0.1,0.45,1.0,1.9,2.395
0.9,0.1,0.45,1.5,2.35,3.0475
0.9,0.1,0.45,2.0,2.8,3.6999999999999997
0.9,0.1,0.45,2.5,3.25,4.3525
0.9,0.1,0.45,3.0,3.7,5.005
0.9,0.1,0.45,3.5,4.15,5.657500000000001
0.9,0.1,0.45,4.0,4.6,6.31
0.9,0.1,0.45,4.5,5.05,6.9624999999999995
0.9,0.1,0.45,5.0,5.5,7.615
0.9,0.1,0.5,0.5,1.45,1.7650000000000001
0.9,0.1,0.5,1.0,1.9,2.44
0.9,0.1,0.5,1.5,2.35,3.115
0.9,0.1,0.5,2.0,2.8,3.7899999999999996
0.9,0.1,0.5,2.5,3.25,4.465
0.9,0.1,0.5,3.0,3.7,5.140000000000001
0.9,0.1,0.5,3.5,4.15,5.815
0.9,0.1,0.5,4.0,4.6,6.489999999999999
0.9,0.1,0.5,4.5,5.05,7.164999999999999
0.9,0.1,0.5,5.0,5.5,7.84
0.9,0.2,0.0,0.5,1.45,1.63
0.9,0.2,0.0,1.0,1.9,2.08
0.9,0.2,0.0,1.5,2.35,2.5300000000000002
0.9,0.2,0.0,2.0,2.8,2.98
0.9,0.2,0.0,2.5,3.25,3.43
0.9,0.2,0.0,3.0,3.7,3.8800000000000003
0.9,0.2,0.0,3.5,4.15,4.33
0.9,0.2,0.0,4.0,4.6,4.779999999999999
0.9,0.2,0.0,4.5,5.05,5.2299999999999995
0.9,0.2,0.0,5.0,5.5,5.68
0.9,0.2,0.05,0.5,1.45,1.6524999999999999
0.9,0.2,0.05,1.0,1.9,2.125
0.9,0.2,0.05,1.5,2.35,2.5975
0.9,0.2,0.05,2.0,2.8,3.07
0.9,0.2,0.05,2.5,3.25,3.5425
0.9,0.2,0.05,3.0,3.7,4.015000000000001
0.9,0.2,0.05,3.5,4.15,4.4875
0.9,0.2,0.05,4.0,4.6,4.959999999999999
0.9,0.2,0.05,4.5,5.05,5.432499999999999
0.9,0.2,0.05,5.0,5.5,5.904999999999999
0.9,0.2,0.1,0.5,1.45,1.6749999999999998
0.9,0.2,0.1,1.0,1.9,2.17
0.9,0.2,0.1,1.5,2.35,2.6650000000000005
0.9,0.2,0.1,2.0,2.8,3.16
0.9,0.2,0.1,2.5,3.25,3.6550000000000002
0.9,0.2,0.1,3.0,3.7,4.15
0.9,0.2,0.1,3.5,4.15,4.6450000000000005
0.9,0.2,0.1,4.0,4.6,5.14
0.9,0.2,0.1,4.5,5.05,5.635
0.9,0.2,0.1,5.0,5.5,6.13
0.9,0.2,0.15,0.5,1.45,1.6974999999999998
0.9,0.2,0.15,1.0,1.9,2.215
0.9,0.2,0.15,1.5,2.35,2.7325000000000004
0.9,0.2,0.15,2.0,2.8,3.25
0.9,0.2,0.15,2.5,3.25,3.7675
0.9,0.2,0.15,3.0,3.7,4.285
0.9,0.2,0.15,3.5,4.15,4.8025
0.9,0.2,0.15,4.0,4.6,5.319999999999999
0.9,0.2,0.15,4.5,5.05,5.8374999999999995
0.9,0.2,0.15,5.0,5.5,6.3549999999999995
0.9,0.2,0.2,0.5,1.45,1.72
0.9,0.2,0.2,1.0,1.9,2.2600000000000002
0.9,0.2,0.2,1.5,2.35,2.8000000000000003
0.9,0.2,0.2,2.0,2.8,3.34
0.9,0.2,0.2,2.5,3.25,3.8800000000000003
0.9,0.2,0.2,3.0,3.7,4.420000000000001
0.9,0.2,0.2,3.5,4.15,4.96
0.9,0.2,0.2,4.0,4.6,5.499999999999999
0.9,0.2,0.2,4.5,5.05,6.039999999999999
0.9,0.2,0.2,5.0,5.5,6.58
0.9,0.2,0.25,0.5,1.45,1.7425
0.9,0.2,0.25,1.0,1.9,2.305
0.9,0.2,0.25,1.5,2.35,2.8675
0.9,0.2,0.25,2.0,2.8,3.43
0.9,0.2,0.25,2.5,3.25,3.9925
0.9,0.2,0.25,3.0,3.7,4.555000000000001
0.9,0.2,0.25,3.5,4.15,5.1175
0.9,0.2,0.25,4.0,4.6,5.68
0.9,0.2,0.25,4.5,5.05,6.2425
0.9,0.2,0.25,5.0,5.5,6.805
0.9,0.2,0.3,0.5,1.45,1.765
0.9,0.2,0.3,1.0,1.9,2.35
0.9,0.2,0.3,1.5,2.35,2.935
0.9,0.2,0.3,2.0,2.8,3.52
0.9,0.2,0.3,2.5,3.25,4.105
0.9,0.2,0.3,3.0,3.7,4.69
0.9,0.2,0.3,3.5,4.15,5.275
0.9,0.2,0.3,4.0,4.6,5.859999999999999
0.9,0.2,0.3,4.5,5.05,6.444999999999999
0.9,0.2,0.3,5.0,5.5,7.029999999999999
0.9,0.2,0.35,0.5,1.45,1.7874999999999999
0.9,0.2,0.35,1.0,1.9,2.395
0.9,0.2,0.35,1.5,2.35,3.0025000000000004
0.9,0.2,0.35,2.0,2.8,3.61
0.9,0.2,0.35,2.5,3.25,4.2175
0.9,0.2,0.35,3.0,3.7,4.825
0.9,0.2,0.35,3.5,4.15,5.4325
0.9,0.2,0.35,4.0,4.6,6.039999999999999
0.9,0.2,0.35,4.5,5.05,6.647499999999999
0.9,0.2,0.35,5.0,5.5,7.255
0.9,0.2,0.4,0.5,1.45,1.8099999999999998
0.9,0.2,0.4,1.0,1.9,2.44
0.9,0.2,0.4,1.5,2.35,3.0700000000000003
0.9,0.2,0.4,2.0,2.8,3.7
0.9,0.2,0.4,2.5,3.25,4.33
0.9,0.2,0.4,3.0,3.7,4.960000000000001
0.9,0.2,0.4,3.5,4.15,5.59
0.9,0.2,0.4,4.0,4.6,6.22
0.9,0.2,0.4,4.5,5.05,6.85
0.9,0.2,0.4,5.0,5.5,7.4799999999999995
0.9,0.2,0.45,0.5,1.45,1.8325
0.9,0.2,0.45,1.0,1.9,2.4850000000000003
0.9,0.2,0.45,1.5,2.35,3.1375
0.9,0.2,0.45,2.0,2.8,3.79
0.9,0.2,0.45,2.5,3.25,4.4425
0.9,0.2,0.45,3.0,3.7,5.095000000000001
0.9,0.2,0.45,3.5,4.15,5.7475000000000005
0.9,0.2,0.45,4.0,4.6,6.3999999999999995
0.9,0.2,0.45,4.5,5.05,7.052499999999999
0.9,0.2,0.45,5.0,5.5,7.705
0.9,0.2,0.5,0.5,1.45,1.855
0.9,0.2,0.5,1.0,1.9,2.5300000000000002
0.9,0.2,0.5,1.5,2.35,3.205
0.9,0.2,0.5,2.0,2.8,3.88
0.9,0.2,0.5,2.5,3.25,4.555
0.9,0.2,0.5,3.0,3.7,5.23
0.9,0.2,0.5,3.5,4.15,5.905
0.9,0.2,0.5,4.0,4.6,6.579999999999999
0.9,0.2,0.5,4.5,5.05,7.254999999999999
0.9,0.2,0.5,5.0,5.5,7.93
0.9,0.3,0.0,0.5,1.45,1.72
0.9,0.3,0.0,1.0,1.9,2.17
0.9,0.3,0.0,1.5,2.35,2.62
0.9,0.3,0.0,2.0,2.8,3.07
0.9,0.3,0.0,2.5,3.25,3.52
0.9,0.3,0.0,3.0,3.7,3.97
0.9,0.3,0.0,3.5,4.15,4.42
0.9,0.3,0.0,4.0,4.6,4.869999999999999
0.9,0.3,0.0,4.5,5.05,5.32
0.9,0.3,0.0,5.0,5.5,5.77
0.9,0.3,0.05,0.5,1.45,1.7425
0.9,0.3,0.05,1.0,1.9,2.215
0.9,0.3,0.05,1.5,2.35,2.6875
0.9,0.3,0.05,2.0,2.8,3.1599999999999997
0.9,0.3,0.05,2.5,3.25,3.6325
0.9,0.3,0.05,3.0,3.7,4.105
0.9,0.3,0.05,3.5,4.15,4.5775
0.9,0.3,0.05,4.0,4.6,5.049999999999999
0.9,0.3,0.05,4.5,5.05,5.5225
0.9,0.3,0.05,5.0,5.5,5.994999999999999
0.9,0.3,0.1,0.5,1.45,1.765
0.9,0.3,0.1,1.0,1.9,2.26
0.9,0.3,0.1,1.5,2.35,2.7550000000000003
0.9,0.3,0.1,2.0,2.8,3.25
0.9,0.3,0.1,2.5,3.25,3.745
0.9,0.3,0.1,3.0,3.7,4.24
0.9,0.3,0.1,3.5,4.15,4.735
0.9,0.3,0.1,4.0,4.6,5.2299999999999995
0.9,0.3,0.1,4.5,5.05,5.7250000000000005
0.9,0.3,0.1,5.0,5.5,6.22
0.9,0.3,0.15,0.5,1.45,1.7875
0.9,0.3,0.15,1.0,1.9,2.3049999999999997
0.9,0.3,0.15,1.5,2.35,2.8225000000000002
0.9,0.3,0.15,2.0,2.8,3.34
0.9,0.3,0.15,2.5,3.25,3.8575
0.9,0.3,0.15,3.0,3.7,4.375
0.9,0.3,0.15,3.5,4.15,4.8925
0.9,0.3,0.15,4.0,4.6,5.409999999999999
0.9,0.3,0.15,4.5,5.05,5.9275
0.9,0.3,0.15,5.0,5.5,6.444999999999999
0.9,0.3,0.2,0.5,1.45,1.81
0.9,0.3,0.2,1.0,1.9,2.35
0.9,0.3,0.2,1.5,2.35,2.89
0.9,0.3,0.2,2.0,2.8,3.4299999999999997
0.9,0.3,0.2,2.5,3.25,3.97
0.9,0.3,0.2,3.0,3.7,4.510000000000001
0.9,0.3,0.2,3.5,4.15,5.05
0.9,0.3,0.2,4.0,4.6,5.589999999999999
0.9,0.3,0.2,4.5,5.05,6.130000000000001
0.9,0.3,0.2,5.0,5.5,6.67
0.9,0.3,0.25,0.5,1.45,1.8325
0.9,0.3,0.25,1.0,1.9,2.395
0.9,0.3,0.25,1.5,2.35,2.9575
0.9,0.3,0.25,2.0,2.8,3.52
0.9,0.3,0.25,2.5,3.25,4.0825
0.9,0.3,0.25,3.0,3.7,4.6450000000000005
0.9,0.3,0.25,3.5,4.15,5.2075
0.9,0.3,0.25,4.0,4.6,5.77
0.9,0.3,0.25,4.5,5.05,6.3325000000000005
0.9,0.3,0.25,5.0,5.5,6.895
0.9,0.3,0.3,0.5,1.45,1.855
0.9,0.3,0.3,1.0,1.9,2.44
0.9,0.3,0.3,1.5,2.35,3.025
0.9,0.3,0.3,2.0,2.8,3.61
0.9,0.3,0.3,2.5,3.25,4.195
0.9,0.3,0.3,3.0,3.7,4.78
0.9,0.3,0.3,3.5,4.15,5.365
0.9,0.3,0.3,4.0,4.6,5.949999999999999
0.9,0.3,0.3,4.5,5.05,6.535
0.9,0.3,0.3,5.0,5.5,7.119999999999999
0.9,0.3,0.35,0.5,1.45,1.8775
0.9,0.3,0.35,1.0,1.9,2.485
0.9,0.3,0.35,1.5,2.35,3.0925000000000002
0.9,0.3,0.35,2.0,2.8,3.6999999999999997
0.9,0.3,0.35,2.5,3.25,4.3075
0.9,0.3,0.35,3.0,3.7,4.915
0.9,0.3,0.35,3.5,4.15,5.5225
0.9,0.3,0.35,4.0,4.6,6.129999999999999
0.9,0.3,0.35,4.5,5.05,6.737500000000001
0.9,0.3,0.35,5.0,5.5,7.345
0.9,0.3,0.4,0.5,1.45,1.9
0.9,0.3,0.4,1.0,1.9,2.53
0.9,0.3,0.4,1.5,2.35,3.16
0.9,0.3,0.4,2.0,2.8,3.79
0.9,0.3,0.4,2.5,3.25,4.42
0.9,0.3,0.4,3.0,3.7,5.050000000000001
0.9,0.3,0.4,3.5,4.15,5.68
0.9,0.3,0.4,4.0,4.6,6.31
0.9,0.3,0.4,4.5,5.05,6.94
0.9,0.3,0.4,5.0,5.5,7.569999999999999
