sigma,purity,seed,pure_median,mix_median,delta_median,mix_nri_high,fld_median,fld_nri_low,margin,separated
15.0,0.9,123,0.6119101043180031,0.6335534462573477,0.021643341939344585,0.6638014555672579,0.8549992627754197,0.8180844945735049,0.22144581651807205,True
15.0,0.9,999,0.5657002536490239,0.6186133666247505,0.05291311297572665,0.6539887754382661,0.8294256468585925,0.7979602133488464,0.21081228023384202,True
15.0,0.8,42,0.5998604091596061,0.6631388514131984,0.06327844225359225,0.6994216196787325,0.8122760618512066,0.7839630159403285,0.1491372104380082,True
15.0,0.8,123,0.6119101043180031,0.6776864193072335,0.06577631498923042,0.7155466072092657,0.8549992627754197,0.8180844945735049,0.1773128434681862,True
15.0,0.8,999,0.5657002536490239,0.6751686036822713,0.1094683500332474,0.7166010964612981,0.8294256468585925,0.7979602133488464,0.15425704317632127,True
15.0,0.7,0,0.5679621339946065,0.725238332191634,0.15727619819702754,0.772153485396671,0.8236449855648167,0.7935235500146334,0.09840665337318266,True
15.0,0.7,1,0.5786773543160717,0.7487627597095632,0.17008540539349148,0.7898151054418441,0.869209285670492,0.8359400126717726,0.12044652596092886,True
15.0,0.7,2,0.5640899347309574,0.7539404744467741,0.18985053971581678,0.7925153892836985,0.8366740044449315,0.796763631478001,0.0827335299981573,True
15.0,0.7,3,0.5904541254420169,0.7461798220257871,0.15572569658377022,0.7918553762084296,0.8439582442636744,0.8036742132539447,0.09777842223788724,True
15.0,0.7,4,0.5861042221873536,0.7336886685299097,0.14758444634255607,0.770135434551988,0.8334171144618949,0.795759185560143,0.09972844593198527,True
15.0,0.7,5,0.5863849986730982,0.7633882487899217,0.1770032501168235,0.8091730132403657,0.8422287543946405,0.8136856700950119,0.07884050560471878,True
15.0,0.7,6,0.5634825421557601,0.7381030463676295,0.17462050421186937,0.7745707346354281,0.8530111058706134,0.8144869217618141,0.11490805950298388,True
15.0,0.7,7,0.5926566755848737,0.7616010599357657,0.16894438435089199,0.7984260453748911,0.8491159939435422,0.8101319275125092,0.08751493400777655,True
