star_index,delta_R_signed,delta_R_abs,R_after,E_real_after,source_id,ruwe,aen,phot_g_mean_mag
355,-0.0032393598488595,0.0032393598488595,0.8405685682737157,14.166734701082556,3.3071854327946163e+18,1.0611328,,9.086867
356,-0.0025866975437792,0.0025866975437792,0.841221230578796,14.226454088140471,3.31056979830487e+18,1.2397858,,11.273949
357,0.0032938445192468,0.0032938445192468,0.8471017726418222,14.226454088140471,3.310871854764734e+18,1.1216143,,17.174969
358,-0.0032665392534029,0.0032665392534029,0.8405413888691724,14.226454088140471,3.311102820926311e+18,1.3977338,,14.278773
359,-0.0032949795855218,0.0032949795855218,0.8405129485370535,14.226454088140471,3.3135795052275584e+18,1.0922943,,14.998649
360,-0.0028972941230619,0.0028972941230619,0.8409106339995134,14.226454088140471,3.313665885609888e+18,1.0054116,,16.533167
361,-0.003023443061188,0.003023443061188,0.8407844850613873,14.226454088140471,3.3139477041827625e+18,1.1106656,,6.855921
362,-0.0020919514986379,0.0020919514986379,0.8417159766239374,14.226454088140471,3.3142485580533053e+18,1.1358705,,14.141921
363,-0.0027410732294912,0.0027410732294912,0.8410668548930841,14.226454088140471,4.318823692021491e+16,1.1658711,,15.178843
364,-0.0027535711031607,0.0027535711031607,0.8410543570194146,14.166734701082556,4.442762704319117e+16,1.3064841,,14.372071
365,-0.0079270323256118,0.0079270323256118,0.8358808957969635,14.097148403769236,4.624188994875021e+16,1.2127235,,12.966398
366,0.0024613025429058,0.0024613025429058,0.8462692306654812,14.267154858687086,4.699498669328051e+16,1.2210451,,15.743759
367,-0.0031936610364754,0.0031936610364754,0.8406142670860999,14.226454088140471,4.780439475375706e+16,1.0755994,,11.203266
368,0.0143180224808031,0.0143180224808031,0.8581259506033785,14.429759608229274,4.799969980412621e+16,0.92585045,,9.462355
369,-0.0032832577153056,0.0032832577153056,0.8405246704072696,14.226454088140471,4.934161938366029e+16,0.91858184,,16.028763
370,-0.0025190245817722,0.0025190245817722,0.8412889035408031,14.166734701082556,5.258177707299597e+16,1.0111228,,15.441964
371,-0.0010374662753926,0.0010374662753926,0.8427704618471826,14.226454088140471,5.303188964726822e+16,1.020636,,16.508028
372,-0.0021207774817839,0.0021207774817839,0.8416871506407914,14.226454088140471,5.508670508019942e+16,1.1579417,,14.698543
373,0.0021558324331456,0.0021558324331456,0.845963760555721,14.267154858687086,5.929329483221517e+16,1.32094,,12.669931
374,-0.0063338518775792,0.0063338518775792,0.837474076244996,14.097148403769236,6.474636140606029e+16,1.2446258,,12.25204
