source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,ruwe,parallax_error,pmra_error,pmdec_error
3284188322466420864,65.74816305641355,5.350664018532501,16.135230918886386,-11.218009840146626,4.926882973074333,13.291485,1.1613404,0.016171291,0.016855218,0.013916975
3285104215652246144,64.20387124979878,5.618129411401825,17.425874801109554,72.73902887051267,-78.29817127193054,11.559703,1.2714674,0.019945676,0.023864431,0.015661562
3306541222060028672,68.39801252035777,11.992759149298463,15.488137751367885,73.99806735385035,-14.775451282887726,14.329639,1.083339,0.022093944,0.027177751,0.019734042
3307650109600736000,67.20948986265694,13.04753577613368,20.7158275616805,104.0662360049054,-14.900380463272185,4.974638,1.1548831,0.08992032,0.12131839,0.07797805
3308216770405335296,69.90317995440891,13.122464445610557,17.24331726678955,236.1135961970707,-142.1401894563448,8.763728,0.91010374,0.019440982,0.023808945,0.015042877
3309026702454621952,68.88895524401832,13.427560564650015,15.210592250636,60.92832005155179,-14.489600894012025,14.530704,1.0979569,0.02426269,0.029501092,0.021895004
3309918646903563264,69.74413335884405,15.66134729244483,20.73420397208147,92.88202041354573,-23.120656818575483,16.722443,1.0284376,0.07816423,0.08461128,0.05347221
3310615565476268032,65.22015770420096,13.864370841354328,21.09351261138683,106.88260714504528,-12.399521780388248,6.0480075,1.1201186,0.03247488,0.040563542,0.028480746
3310640648085373824,64.44922468154691,13.661704892347966,21.139233734577182,109.25947233228388,-16.777791608316285,11.770583,1.3031068,0.022931347,0.025921548,0.020624617
3311604954142079104,63.09009733580053,14.55461853120958,19.467194635291268,-84.47810215155225,-279.99959465445886,15.63984,0.9733023,0.041978966,0.04655636,0.03823392
3311934086075988864,64.4656126372456,15.227063447450588,21.125368661812228,109.65233201547665,-21.86460130676811,14.218251,1.077109,0.02709581,0.038461313,0.0324522
3312025001943976064,65.80253436758252,15.712784182546748,21.566208065928656,112.2485024763629,-21.56015783535826,14.3163395,1.1712971,0.027361881,0.03444752,0.025647966
3312498341699861760,67.24447935353105,15.293582760173448,21.611592846809046,81.87136268005302,-110.58156824428232,16.517054,1.0338377,0.067661464,0.084440224,0.057599522
3312921378798754304,67.04582690253649,16.47079736733054,23.619650052576446,114.2985456740802,-31.90279009515716,10.505475,1.1496408,0.020657992,0.02319687,0.014381984
3313778207594395392,66.81983230907242,17.241711375171782,21.81444620546993,107.51215513083208,-31.586936720187342,12.13662,1.2495142,0.020584943,0.027167315,0.018091755
3313977356636886144,66.02741879597104,17.4442235658507,21.645976040714597,107.84832747952227,-22.623735252801957,14.583092,1.213657,0.10286981,0.14820185,0.118607506
3409548556593300480,69.93787274420261,18.094692552580685,22.31447961767648,102.88484380975328,-34.193192211430556,16.200205,1.0817941,0.0564113,0.06808417,0.046308372
3410717848551557888,67.90168870685618,19.512709159931322,22.82141141877968,-84.3948864950481,-80.08397423065593,13.595163,1.1288325,0.018875157,0.021396557,0.014267404
10817721244195712,50.87556908737394,8.16581021617385,17.261609912023353,51.808563550113256,-73.73709169287257,15.033169,0.9882838,0.028144678,0.031685796,0.029703334
12070649105187840,55.646230621895214,9.712190897167272,18.96309769301387,163.2072141850959,-36.48351077263996,11.857552,1.0397114,0.014793535,0.020690521,0.013426107
16439043160641152,52.011057489437434,11.653144518294766,26.82502866106807,-29.34492080357147,-35.212737797548705,11.551069,1.2780064,0.026366113,0.028713321,0.022241486
38007406848220032,55.56251833323094,12.887211392801275,15.54546073122604,125.19969468067481,-118.25564619174772,17.796648,1.0279157,0.14445014,0.16644976,0.13729267
42768532716777088,53.23794649037851,16.597164291338093,20.205165919471824,-23.906527051415196,-95.49297206901262,15.004859,1.1460392,0.15363027,0.19599237,0.13422012
42830620763418752,56.88671265353354,15.05685342602219,18.620520990709224,54.10493202016323,-70.20021911188881,14.037052,1.1813793,0.019940225,0.02485238,0.017803967
44442917126833664,54.79984158400606,17.72832834090078,15.7829918950778,12.01363017699351,-109.86957974162894,17.364635,1.1010736,0.11513395,0.1541503,0.11395971
45181651500848512,62.48572879837389,15.241905327475003,21.629789236100027,53.93490451036162,-77.10800842054509,16.652367,1.1102312,0.079787776,0.09989021,0.08572754
46056862756712320,63.63096422745926,17.33957605806271,16.29004984234984,81.70587847943824,-34.972978300733764,14.36735,1.1109091,0.022870136,0.027283508,0.019499859
46644860960782336,60.57369648410317,17.649562204357117,16.394344123617287,26.09683006527598,-61.8695422436918,17.298828,1.1629097,0.122151844,0.1417525,0.0840648
