population,source_id
field,828035335131904
field,13576705155888256
field,239796614448256
field,240556823309696
field,4432719782747008
field,10448594574860032
field,16166604795008512
field,10361389559022720
field,1824918719744896
field,13962668097027072
field,6954170527522688
field,1883016742008064
field,2175624274162432
field,11510512362368
field,17976499718653952
field,2869901442775552
field,16878882171537536
field,2412057929106816
field,7365082934301696
field,1915387910966272
field,692593541920128
field,191972153867648
field,960943098509696
field,835770571714560
field,59236189231360
field,1754790493767296
field,716675422954624
field,739254066721280
field,2842929048134144
field,2809497022726784
field,3559329593089280
field,668404286111232
field,3341832449203200
field,2299151828854272
field,1112469544754688
field,4242637414749440
field,2829387015722240
field,12722865657686656
field,7701735355597056
field,8682229144830592
field,2153363459229952
field,6986679135675520
field,3663744542880512
field,2646593207864448
field,739666383750144
field,1737537609572096
field,16240473937131008
field,449601472200064
field,13988884577391872
field,2610549842485120
field,940155456757120
field,1020488525211008
field,17552466186910976
field,587109145147776
field,9497757535046016
field,215126322240384
field,1064572069487488
field,2637663971129344
field,1053989270086400
field,113833813567232
field,4099464680253440
field,17785738746422400
field,904077731520256
field,4483430461167232
field,152282360484480
field,2349935522057600
field,1103398573858560
field,2847494598078720
field,11334766587155712
field,1067767525150592
field,2816746927534976
field,567524094320384
field,6917822220030208
field,2284480220498048
field,2866740346837504
field,3164467479787776
field,11966882695397376
field,780623191662720
field,9228647768873856
field,2342960495203840
field,428951269447936
field,641118358682240
field,10328301131006464
field,169981921298176
field,42335493463424
field,6812200384220800
field,1835187986015488
field,8597738548242816
field,9990304384488704
field,776500023058048
field,928576224950656
field,16350184581959296
field,275809915454208
field,12368960353304192
field,697403905285248
field,3316406242837504
field,3601450337048832
field,894040392438272
field,7006882661821824
field,779008283962368
field,7727337655848064
field,14594028289436160
field,2852927732020736
