source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,astrometric_excess_noise,visibility_periods_used,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,radial_velocity,radial_velocity_error,duplicated_source,teff_gspphot,plx_snr,pm_tot,vt_kms,log_ruwe,log_noise,tension_score,distance_pc
2608006877750828160,340.3071119624003,-10.747589282344595,44.64237601284473,0.75545037,236.231639945898,0.82765687,40.4322440214832,0.6737396,43.520042,5.78658,14,13.089948,14.8514805,11.817678,1.5018587,-26.723532,0.6727981,False,,59.09372462854634,239.66675628493232,25.44965500579851,1.6386893,0.831651,2.4703403,22.400241414396827
6637674353112670592,280.298172004501,-56.87458946752126,22.371648640071378,0.68213814,9.75752530470638,0.57853425,-55.419010865184816,0.4781997,42.56136,5.9327035,18,9.991211,10.708135,9.167718,1.2734028,20.881542,0.34533724,False,,32.796360685938815,56.27144982446656,11.923713090665538,1.6290154,0.8409026,2.469918,44.69943257596278
4938555161620867072,33.57873331852074,-49.86267365840998,29.568352034548624,0.69500387,233.0860198501259,0.6413035,-62.43170730667539,0.64566815,37.774414,6.683107,26,9.193871,9.955514,8.329351,1.2928897,,,False,,42.54415469057314,241.30232225737004,38.68617426682559,1.5771978,0.88553685,2.4627347,33.819943662452594
1923896622760418176,352.34657450570336,41.46426656329359,66.43275181674146,0.8020976,403.7451992389488,0.6095363,-41.03687975219845,0.6383392,34.734077,7.309845,22,11.078279,12.743223,9.802393,1.5197104,-15.336104,0.60352105,False,,82.82377391216102,405.8253459412002,28.95865104279892,1.5407557,0.9195929,2.4603486,15.052816158489975
1502044385189172224,207.18299080446343,42.63658053042297,26.56886287314525,0.571501,68.7098079274469,0.44420376,-5.718613160324516,0.49133956,40.09172,6.106479,29,9.510388,10.134522,8.744028,1.2607676,-4.861622,0.28792393,True,4357.8013,46.48961611726945,68.94737298769317,12.301729087447312,1.6030546,0.85165447,2.454709,37.638042876526725
4979767262612500864,11.720019688000956,-44.0300404591508,21.35738386583159,0.61541533,136.7295838366986,0.4562067,9.606760070672788,0.5289113,41.258453,5.8804817,26,12.862357,14.073253,11.7057905,1.4590889,18.103834,0.5793172,False,,34.704016395999325,137.06665872929224,30.423219800153568,1.615513,0.8376188,2.4531317,46.82221410084971
6356417496318028928,328.71099285330774,-77.33745756697532,40.96407900039063,0.5737216,245.05352080905223,0.5755757,-173.57078806783426,0.6173678,37.83206,6.360317,25,10.836141,12.134048,9.7052765,1.4122075,-9.908727,1.7588462,False,,71.40062337137425,300.2965976021068,34.75110503573837,1.57786,0.8668965,2.4447565,24.411631468400987
3287114397785845504,67.91989082459693,7.776066769332277,25.24555017308412,0.65717494,183.0827908778648,0.7371273,-336.7425788466165,0.50741315,45.545757,5.113302,18,13.474871,14.837907,12.085552,1.7200072,40.758087,1.1700206,False,,38.4152657825158,383.2947595831408,71.97297331623643,1.658448,0.78627586,2.4447238,39.610941062641736
1859995961888258432,306.7345258398294,27.51752720408229,32.49374557912561,0.6651717,-23.23850215540629,0.51792765,280.7016609572737,0.63872606,35.169514,6.8369193,25,11.322155,12.480832,10.174497,1.4608238,-65.85225,0.3299868,False,,48.85016367602076,281.66194355396874,41.09129217830271,1.5461664,0.89414537,2.440312,30.775153254182325
2983928735054717696,81.07977038972696,-16.021054872828934,32.06140648712182,0.7951002,31.98659319809813,0.7272401,-24.00298306216711,0.761576,33.469078,7.2345366,23,12.496781,13.788074,10.621718,2.587986,27.474602,3.210119,False,,40.32373026609587,39.99106575603229,5.9129173749955735,1.5246438,0.91563916,2.4402828,31.190147581381755
3315403904256700672,92.6308791862399,2.425095234643282,25.93377183003957,0.6526138,-38.05708243553577,0.69461405,-49.96837024288542,0.59170675,44.11956,5.1635075,16,10.478101,11.397977,9.5334425,1.3156161,35.2926,1.374275,False,,39.738312443132166,62.81066428748578,11.4812481457096,1.6446311,0.78982794,2.4344592,38.55975931899275
3504984860211920768,195.5458610835189,-22.671702099310608,25.57369274293936,0.66842693,-34.057689334579734,0.69485456,-55.748762644708776,0.63254046,48.375664,4.568756,14,13.4429,14.659135,12.128866,1.6485459,-7.9622984,2.148474,False,,38.259518820311285,65.32878951294614,12.109677313141956,1.6846269,0.7457582,2.430385,39.10268298175632
4237555510387302400,301.19418593796337,1.1559120727088348,29.34039815995665,0.78358483,-28.14688307913057,0.8042423,-30.185726112398516,0.5189299,34.676075,6.736286,18,7.4965343,7.863972,6.933607,1.223945,-58.400925,0.85201573,False,,37.44380559561187,41.27257064931847,6.668327468473039,1.5400299,0.8885325,2.4285624,34.082700396506056
